!konkombers	NSE konkombers
!konkomberse	NSM konkombers
!konkombersie	NSED konkombers
!konkombersies	NSMD konkombers
10e_Laan	NEE Tiende_Laan
Rhodes-universiteit	NEE Rhodesuniversiteit
Rhodes-universiteitskollege	NEE Rhodesuniversiteitskollege
Rhodies	ASP Rodies
Rhodiese	ASA Rodies
Rhodos	NEE Rodos
Richardene_Kloppers-straat	NEE Richardene_Kloppersstraat
Richtersveld-Afrikaans	NEE Richtersveldafrikaans
Riemann-hipotese	NSE riemannhipotese
Riemann-integraal	NSE riemannintegraal
Riemann-integrale	NSM riemannintegraal
Riemann-som	NSE riemannsom
Riemann-somme	NSM riemannsom
Riemvasmaak-Afrikaans	NEE Riemvasmaakafrikaans
Rigor_mortis	NSE rigor_mortis
risiko-analise	NSE risikoanalise
riviervlotry-geleenthede	NSM riviervlotrygeleentheid
riviervlotry-geleentheid	NSE riviervlotrygeleentheid
Rob_Ferreira-hospitaal	NEE Rob_Ferreirahospitaal
Robert_Koch-straat	NEE Robert_Kochstraat
Robert_Mugabe-laan	NEE Robert_Mugabelaan
Robert_Mugabery-laan	NEE Robert_Mugaberylaan
Robert_Sobukwe-straat	NEE Robert_Sobukwestraat
robotika-toerusting	NSE robotikatoerusting
rock-genre	NSE rockgenre
Rocky_Mafikeng-straat	NEE Rocky_Mafikengstraat
rococo	NSE rokoko
roei-orgaan	NSE roeiorgaan
roei-organe	NSM roeiorgaan
roelet	NSE roulette
roeletspeler	NSE roulettespeler
roeletspelers	NSM roulettespeler
roelettafel	NSE roulettetafel
roelettafels	NSM roulettetafel
roete-aanwyser	NSE roeteaanwyser
roete-aanwysers	NSM roeteaanwyser
roetine-heparinisasie	NSE roetineheparinisasie
roetine-laboratoriumtoets	NSE roetinelaboratoriumtoets
roetine-laboratoriumtoetse	NSM roetinelaboratoriumtoets
roetine-operasie	NSE roetineoperasie
roetine-operasies	NSM roetineoperasie
roetine-patrollie	NSE roetinepatrollie
roetine-patrollies	NSM roetinepatrollie
roetine-voorsorg	NSE roetinevoorsorg
Rolex-horlosie	NSE Rolexhorlosie
Rolex-horlosies	NSM Rolexhorlosie
Rolex-oorlosie	NSE Rolexoorlosie
Rolex-oorlosies	NSM Rolexoorlosie
rolprent-geskiedenis	NSE rolprentgeskiedenis
rolprent-vervaardiger	NSE rolprentvervaardiger
rolprent-vervaardigers	NSM rolprentvervaardiger
Roman_à_clef	NSE roman_à_clef
roman-tradisie	NSE romantradisie
rommel-besaai	ASP rommelbesaai
rommel-besaaide	ASA rommelbesaai
Rondebosch-kampus	NEE Rondeboschkampus
rooi-aas	NSE rooiaas
rooibalk-klipkabeljou	NSE rooibalkklipkabeljou
rooibalk-klipkabeljoue	NSM rooibalkklipkabeljou
rooibostee-plant	NSE rooibosteeplant
rooibostee-plante	NSM rooibosteeplant
rooiels	NSE rooi-els
rooielsbome	NSM rooi-elsboom
rooielsboom	NSE rooi-elsboom
rooielse	NSM rooi-els
rooiessehout	NSE rooi-essehout
Rooikruis	NEE Rooi_Kruis
rooi-opslag	NSE rooiopslag
rooiwyn-jus	NSE rooiwynjus
Roosrevolusie	NEE Roosrewolusie
Rorkesdrift	NEE Rorkesdrif
Rose_Innes-straat	NEE Rose_Innesstraat
Rosepark-hospitaal	NEE Roseparkhospitaal
rôsevingerig	ASP rosevingerig
rôsevingerige	ASA rosevingerig
Rossing	NEE Rössing
rotasie-as	NSE rotasieas
rotasie-asse	NSM rotasieas
rotasie-beweging	NSE rotasiebeweging
rotasie-beweginge	NSM rotasiebeweging
rotasie-bewegings	NSM rotasiebeweging
rotasie-simmetrie	NSE rotasiesimmetrie
Ruacana-waterval	NEE Ruacanawaterval
Rubico	NEE Rubiko
Rubicon	NEE Rubikon
Rubik-kubus	NSE Rubikkubus
Rubik-kubusse	NSM Rubikkubus
Rudasa	NEE RuDASA
ruerts	NSE ru-erts
ru-gare	NSE rugare
ru-garedraad	NSE rugaredraad
ru-garing	NSE rugaring
ru-garingdraad	NSE rugaringdraad
rugby-akademie	NSE rugbyakademie
ru-gekap	ASP rugekap
ru-gekapte	ASA rugekap
ruimte-agentskap	NSE ruimteagentskap
ruimte-agentskappe	NSM ruimteagentskap
ruimte-ontginning	NSE ruimteontginning
ruk-en-rol-orkes	NSE ruk-en-rolorkes
ruk-en-rol-orkeste	NSM ruk-en-rolorkes
runderpes-epidemie	NSE runderpesepidemie
runderpes-epidemies	NSM runderpesepidemie
rune-alfabet	NSE runealfabet
ru-olie	NSE ruolie
ru-olieprys	NSE ruolieprys
ru-oliepryse	NSM ruolieprys
Rupert-museum	NEE Rupertmuseum
ruspe-plaag	NSE ruspeplaag
ruspe-plae	NSM ruspeplaag
ry-ervaring	NSE ryervaring
ry-ervaringe	NSM ryervaring
ry-ervarings	NSM ryervaring
's_Lands	ASA 's_lands
SAAI	NEE Saai
saai-aktiwiteit	NSE saaiaktiwiteit
saai-aktiwiteite	NSM saaiaktiwiteit
Saartjie_Baartman-sentrum	NEE Saartjie_Baartmansentrum
sagteware-ontwikkelaar	NSE sagtewareontwikkelaar
sagteware-ontwikkelaars	NSM sagtewareontwikkelaar
sagteware-ontwikkeling	NSE sagtewareontwikkeling
sagteware-opgradering	NSE sagtewareopgradering
sagteware-opgraderings	NSM sagtewareopgradering
sagteware-toepassing	NSE sagtewaretoepassing
sagteware-toepassinge	NSM sagtewaretoepassing
sagteware-toepassings	NSM sagtewaretoepassing
Sahel-gebied	NEE Sahelgebied
Sak_vol	NSE sak_vol
sake-administrasie	NSE sakeadministrasie
sake-afvaardiging	NSE sakeafvaardiging
sake-afvaardiginge	NSM sakeafvaardiging
sake-afvaardigings	NSM sakeafvaardiging
sake-aktiwiteit	NSE sakeaktiwiteit
sake-aktiwiteite	NSM sakeaktiwiteit
sake-omgewing	NSE sakeomgewing
sake-onderneming	NSE sakeonderneming
sake-onderneminge	NSM sakeonderneming
sake-ondernemings	NSM sakeonderneming
sake-ontbyt	NSE sakeontbyt
sake-ontbyte	NSM sakeontbyt
sake-ooreenkoms	NSE sakeooreenkoms
sake-ooreenkomste	NSM sakeooreenkoms
Sakke_vol	NSM sakke_vol
sakkevol	NSM sakke_vol
Sakkevol	NSM sakke_vol
SAKO	NEE Sako
sakvol	NSE sak_vol
Sakvol	NSE sak_vol
Sal_volatile	NSE sal_volatile
Saldanha-vliegveld	NEE Saldanhavliegveld
Salerno-weg	NEE Salernoweg
Salomonssee	NEE Salomonsee
salon-uitstalling	NSE salonuitstalling
salon-uitstallinge	NSM salonuitstalling
salon-uitstallings	NSM salonuitstalling
Salto_mortale	NSE salto_mortale
Sam_Nujoma-laan	NEE Sam_Nujomalaan
Sam_Nujoma-rylaan	NEE Sam_Nujomarylaan
Sambesi	NEE Zambezi
Sambesirivier	NEE Zambezirivier
Sambesiriviervallei	NEE Zambeziriviervallei
Sambesistreek	NEE Zambezistreek
Sambesivallei	NEE Zambezivallei
samewerkings-navorsingsprojek	NSE samewerkingsnavorsingsprojek
samewerkings-navorsingsprojekte	NSM samewerkingsnavorsingsprojek
San_Jose	NEE San_José
San-bewoning	NSE Sanbewoning
Sand_du_Plessis-teater	NEE Sand_du_Plessisteater
sandhi-verskynsel	NSE sandhiverskynsel
sandhi-verskynsels	NSM sandhiverskynsel
Sandile_Thusi-weg	NEE Sandile_Thusiweg
Sandrivier-konvensie	NEE Sandrivierkonvensie
SANEF	NEE Sanef
SA'ner	NEE Suid-Afrikaner
SA'ners	NEM Suid-Afrikaner
San-gemeenskap	NSE Sangemeenskap
San-gemeenskappe	NSM Sangemeenskap
San-groep	NSE Sangroep
San-groepe	NSM Sangroep
San-jagter	NSE Sanjagter
San-jagters	NSM Sanjagter
SanParke	NEE SANParke
SANSA	NEE Sansa
Santa_Rosa-straat	NEE Santa_Rosastraat
San-vrou	NSE Sanvrou
San-vroue	NSM Sanvrou
San-vrouens	NSM Sanvrou
Sao_Paulo	NEE São_Paulo
Sao_Tome	NEE São_Tomé
Sao_Tomé	NEE São_Tomé
Sao_Tome_en_Principe	NEE São_Tomé_en_Prinsipe
Sao_Tomé_en_Principe	NEE São_Tomé_en_Prinsipe
São_Tomé_en_Principe	NEE São_Tomé_en_Prinsipe
Sao_Tome_en_Prinsipe	NEE São_Tomé_en_Prinsipe
Sao_Tomé_en_Prinsipe	NEE São_Tomé_en_Prinsipe
sapphies	ASP sapfies
Sapphies	ASP sapfies
sapphiese	ASA sapfies
Sapphiese	ASA sapfies
Sappho	NEE Sapfo
sasjet	NSE sachet
sasjette	NSM sachet
Sauvignon_blanc	NSE sauvignon_blanc
savanne-olifant	NSE savanneolifant
savanne-olifante	NSM savanneolifant
savanne-omgewing	NSE savanneomgewing
savanne-omgewings	NSM savanneomgewing
saxofone	NSM saksofoon
saxofoon	NSE saksofoon
saxofoonspeler	NSE saksofoonspeler
saxofoonspelers	NSM saksofoonspeler
Schengen-area	NEE Schengenarea
Schengen-gebied	NEE Schengengebied
Schengen-ooreenkoms	NEE Schengenooreenkoms
Schengen-visum	NSE Schengenvisum
Schrödinger-vergelyking	NSE schrödingervergelyking
Schuinshoogte	NEE Skuinshoogte
Scipio	NEE Skipio
Scotus	NEE Skotus
scriba	NSE skriba
Scriba_synodi	NSE scriba_synodi
scribas	NSM skriba
Scylla	NEE Skilla
Sean_McBride-straat	NEE Sean_McBridestraat
seance	NSE séance
seances	NSM séance
sede-roman	NSE sederoman
sede-romans	NSM sederoman
see-alg	NSE seealg
See-alpe	NEM Seealpe
see-blokkade	NSE seeblokkade
see-blokkades	NSM seeblokkade
seekos-paella	NSE seekospaella
seekos-paellas	NSM seekospaella
see-offisier	NSE seeoffisier
see-offisiere	NSM seeoffisier
see-offisiers	NSM seeoffisier
see-omgewing	NSE seeomgewing
see-omgewings	NSM seeomgewing
seestroom-snelhede	NSM seestroomsnelheid
seestroom-snelheid	NSE seestroomsnelheid
seevaardertaal	NSE seevaarderstaal
see-ys	NSE seeys
Sefako_Makgatho-rylaan	NEE Sefako_Makgathorylaan
seijy	W sejy
seiljag-wedvaart	NSE seiljagwedvaart
seiljag-wedvaarte	NSM seiljagwedvaart
seil-regatta	NSE seilregatta
seil-regatta's	NSM seilregatta
Selati-spoorlyn	NEE Selatispoorlyn
seleniumtinlegering	NSE selenium-tinlegering
self-afhanklikheid	NSE selfafhanklikheid
self-afkeurend	ASP selfafkeurend	BS selfafkeurend
self-afkeurende	ASA selfafkeurend
selfdegeslag-verbintenis	NSE selfdegeslagverbintenis
selfdegeslag-verbintenisse	NSM selfdegeslagverbintenis
self-gesentreerd	ASP selfgesentreerd
self-gesentreerde	ASA selfgesentreer(d)
self-identifikasie	NSE selfidentifikasie
self-isolasie	NSE selfisolasie
self-korrigering	NSE selfkorrigering
self-kwarantyn	NSE selfkwarantyn
self-organiserend	ASP selforganiserend
self-organiserende	ASA selforganiserend
self-regerend	ASP selfregerend
self-regerende	ASA selfregerend
self-regulerend	ASP selfregulerend
self-regulerende	ASA selfregulerend
self-regverdigend	ASP selfregverdigend
self-regverdigende	ASA selfregverdigend
self-respekterend	ASP selfrespekterend
self-respekterende	ASA selfrespekterend
selfsorg-inisiatief	NSE selfsorginisiatief
selfsorg-inisiatiewe	NSM selfsorginisiatief
self-verwesenliking	NSE selfverwesenliking
sellulose-omskakeling	NSE selluloseomskakeling
semi-droë	ASA semidroog
semi-droog	ASP semidroog
semi-geleidend	ASP semigeleidend
semi-geleidende	ASA semigeleidend
semi-gesuiwer	ASP semigesuiwer
semi-gesuiwerde	ASA semigesuiwer
semi-klassiek	ASP semiklassiek
semi-klassieke	ASA semiklassiek
semi-nomadies	ASP seminomadies
semi-nomadiese	ASA seminomadies
semi-offisieel	ASP semioffisieel	BS semioffisieel
semi-offisiële	ASA semioffisieel
semi-outomaties	ASP semioutomaties	BS semioutomaties
semi-outomatiese	ASA semioutomaties
semi-outonome	ASA semioutonoom
semi-outonoom	ASP semioutonoom
semi-permanent	ASP semipermanent	BS semipermanent
semi-permanente	ASA semipermanent
semi-professioneel	ASP semiprofessioneel
semi-professionele	ASA semiprofessioneel
semi-staatsinstelling	NSE semistaatsinstelling
semi-staatsinstellinge	NSM semistaatsinstelling
semi-staatsinstellings	NSM semistaatsinstelling
semi-stedelik	ASP semistedelik
semi-stedelike	ASA semistedelik
semi-vegetariër	NSE semivegetariër
semi-vegetariërs	NSM semivegetariër
semi-woestyn	NSE semiwoestyn
semi-woestyne	NSM semiwoestyn
sendeling-egpaar	NSE sendelingegpaar
sendeling-egpare	NSM sendelingegpaar
Sendelingsdrift	NEE Sendelingsdrif
Seneca	NEE Seneka
senecaans	ASP senekaans
senecaanse	ASA senekaans
Sentech-toring	NEE Sentechtoring
senuïmpuls	NSE senu-impuls
senuïmpulse	NSM senu-impuls
senuoordraer-molekule	NSE senuoordraermolekule	NSM senuoordraermolekuul
senuoordraer-molekules	NSM senuoordraermolekule
senuoordraer-molekuul	NSE senuoordraermolekuul
senuwee-oordrag	NSE senuweeoordrag
senuwee-orrel	NSE senuweeorrel
senuwee-orrels	NSM senuweeorrel
sepie-liefhebber	NSE sepieliefhebber
sepie-liefhebbers	NSM sepieliefhebber
Serengeti-vlakte	NEE Serengetivlakte
Serengeti-woestyn	NEE Serengetiwoestyn
serge	NSE sersje
sergeant	NSE sersant
sergeante	NSM sersant
sergeant-majoor	NSE sersant-majoor
sergeant-majoors	NSM sersant-majoor
sero	NSE zero
serolyn	NSE zerolyn
serolyne	NSM zerolyn
sero's	NSM zero
sero-uur	NSE zero-uur
serriekompetisie	NSE sêrriekompetisie
serriekompetisies	NSM sêrriekompetisie
sersantmajoor	NSE sersant-majoor
sersantmajoors	NSM sersant-majoor
servikalekanker-pasiënt	NSE servikalekankerpasiënt
servikalekanker-pasiënte	NSM servikalekankerpasiënt
Sesdelaan	NEE Sesde_Laan
Sesotho-sprekend	ASP Sesothosprekend
Sesotho-sprekende	ASA Sesothosprekend	NSE Sesothosprekende
Sesotho-sprekendes	NSM Sesothosprekende
setlaar-geskiedskrywing	NSE setlaargeskiedskrywing
Sewendedag-Adventis	NSE sewendedagsadventis
Sewendedag-Adventiste	NSM sewendedagsadventis
Sewendelaan	NEE Sewende_Laan
Seyfert-stelsel	NSE seyfertstelsel
Seyfert-stelsels	NSM seyfertstelsel
shakshouka	NSE shakshuka
shakshoukas	NSM shakshuka
shakta	NSE sjakta
shaktas	NSM sjakta
shaktisme	NSE sjaktisme
shaktisties	ASP sjaktisties
shaktistiese	ASA sjaktisties
Shangaan	NEE Sjangaan
Shangaans	NEM Sjangaan
Shangana	NEE Sjangana
Shanghai	NEE Sjanghai
Sharpeville-bloedbad	NEE Sharpevillebloedbad
Sharpeville-opstand	NEE Sharpevilleopstand
Sharpeville-tragedie	NEE Sharpevilletragedie
Shawal	NEE Sjawal
shiitake	NSE sjiitake
shimeji	NSE sjimeji
Shisa_nyama	NSE shisa_nyama
shish-kebab	NSE sjisj-kebab
shish-kebabs	NSM sjisj-kebab
Shiva	NEE Sjiwa
shivaïs	NSE sjiwaïs
shivaïsme	NSE sjiwaïsme
shivaïste	NSM sjiwaïs
Shona	NEE Sjona
Shonas	NEM Sjona
Shonastam	NSE Sjonastam
Shonastamme	NSM Sjonastam
shweshwe-kopdoek	NSE shweshwekopdoek
shweshwe-kopdoeke	NSM shweshwekopdoek
shweshwe-lap	NSE shweshwelap
shweshwe-lappe	NSM shweshwelap
shweshwe-materiaal	NSE shweshwemateriaal
shweshwe-produk	NSE shweshweproduk
shweshwe-produkte	NSM shweshweproduk
shweshwe-romp	NSE shweshweromp
shweshwe-rompe	NSM shweshweromp
Sibayi-dikkop	NSE sibayidikkop
Sibayi-dikkoppe	NSM sibayidikkop
Siciliaan	NEE Sisiliaan
Siciliaans	ASP Sisiliaans
Siciliaanse	ASA Sisiliaans
Siciliane	NEM Sisiliaan
Sicilië	NEE Sisilië
Siciliër	NEE Sisiliër
Siciliërs	NEM Sisiliër
siekte-aanpassing	NSE siekteaanpassing
siekte-toestand	NSE siektetoestand
siekte-toestande	NSM siektetoestand
sier-ertjie	NSE sierertjie
sier-ertjies	NSM sierertjie
sierra	NSE siërra
sierras	NSM siërra
Sies_tog	BS sies_tog
siestog	BS sies_tog
Siestog	BS sies_tog
sifiede	NSE silfide
sifiedes	NSM silfide
sigmoïedoskopie	NSE sigmoïdoskopie
siklo-oksigenase	NSE sikloöksigenase
silicium	NSE silisium
silikon-absorptielyn	NSE silikonabsorptielyn
silikon-absorptielyne	NSM silikonabsorptielyn
sillabe-finaal	ASP sillabefinaal
sillabe-finale	ASA sillabefinaal
Silo-distrik	NEE Silodistrik
Silver_Lakes-weg	NEE Silver_Lakesweg
Simeon_Kambo_Shixungileni-straat	NEE Simeon_Kambo_Shixungilenistraat
simfonie-orkes	NSE simfonieorkes
simfonie-orkeste	NSM simfonieorkes
SIM-kaart	NSE simkaart
SIM-kaarte	NSM simkaart
Sinai	NEE Sinai
Sinai-skiereiland	NEE Sinaiskiereiland
Sinaïskiereiland	NEE Sinaiskiereiland
Sinaï-skiereiland	NEE Sinaiskiereiland
Sinclair-natuurreservaat	NEE Sinclairnatuurreservaat
Sine_die	BS sine_die
Sine_qua_non	NSE sine_qua_non
sin-gewer	NSE singewer
sin-gewers	NSM singewer
Sinn_Fein	NEE Sinn_Féin
Siprominoïes	ASP Sipro-Minoïes
Siprominoïese	ASA Sipro-Minoïes
Sir_Lowrys-pas	NEE Sir_Lowryspas
sisteem-teoreties	ASP sisteemteoreties
sisteem-teoretiese	ASA sisteemteoreties
sitkom-legende	NSE sitkomlegende
sitkom-legendes	NSM sitkomlegende
siwet	NSE sivet
siwetkat	NSE sivetkat
siwetkatte	NSM sivetkat
sjampanje-verkoop	NSE sjampanjeverkoop
sjampanje-verkope	NSM sjampanjeverkoop
sjarme-kwark	NSE sjarmekwark
sjarme-kwarke	NSM sjarmekwark
sjelei-agtig	ASP sjeleiagtig
sjelei-agtige	ASA sjeleiagtig
sjiïet	NSE sjiiet
sjiïete	NSM sjiiet
sjiïties	ASP sjiities
sjiïtiese	ASA sjiities
sjinto-amulet	NSE sjintoamulet
sjinto-amulette	NSM sjintoamulet
sjinto-fees	NSE sjintofees
sjinto-feeste	NSM sjintofees
sjinto-geskrif	NSE sjintogeskrif
sjinto-geskrifte	NSM sjintogeskrif
sjinto-godsdiens	NSE sjintogodsdiens
sjinto-priester	NSE sjintopriester
sjinto-priesters	NSM sjintopriester
sjinto-ritueel	NSE sjintoritueel
sjinto-rituele	NSM sjintoritueel
sjinto-tradisie	NSE sjintotradisie
sjinto-tradisies	NSM sjintotradisie
sjirurg	NSE chirurg
sjirurge	NSM chirurg
sjirurgie	NSE chirurgie
sjirurgies	ASP chirurgies
sjirurgiese	ASA chirurgies
sjirurgyn	NSE chirurgyn
sjirurgyns	NSM chirurgyn
sjokolade-truffel	NSE sjokoladetruffel
sjokolade-truffels	NSM sjokoladetruffel
Sjona-groep	NSE Sjonagroep
skaakmat-situasie	NSE skaakmatsituasie
skaakmat-situasies	NSM skaakmatsituasie
skaapboerdery-dorp	NSE skaapboerderydorp
skaapboerdery-dorpe	NSM skaapboerderydorp
skaapboerdery-dorpie	NSED skaapboerderydorp
skaapboerdery-dorpies	NSMD skaapboerderydorp
skaapskeer-seisoen	NSE skaapskeerseisoen
skalie-olie	NSE skalieolie
skeikunde-onderwys	NSE skeikundeonderwys
skenker-penis	NSE skenkerpenis
skenker-penisse	NSM skenkerpenis
skepsel-alleen	ASP skepselalleen	BS skepselalleen
skielike-suigelingsterftesindroom	NSE skielikesuigelingsterftesindroom
ski-kampioenskap	NSE skikampioenskap
ski-kampioenskappe	NSM skikampioenskap
ski-oord	NSE skioord
ski-oorde	NSM skioord
skok-element	NSE skokelement
skok-elemente	NSM skokelement
skole-atletiekseisoen	NSE skoleatletiekseisoen
skole-ontwikkelingsprogram	NSE skoleontwikkelingsprogram
skole-ontwikkelingsprogramme	NSM skoleontwikkelingsprogram
skooleindsertifikaat-eksamen	NSE skooleindsertifikaateksamen
skooleindsertifikaat-eksamens	NSM skooleindsertifikaateksamen
Skoot_vol	NSE skoot_vol
Skote_Petoors	W skote_Petoors
Skote_vol	NSM skoot_vol
skouer-hoogte	NSE skouerhoogte
skouer-hoogtes	NSM skouerhoogte
skoutadmiraal	NSE skout-admiraal
skoutadmiraals	NSM skout-admiraal
skoutadmirale	NSM skout-admiraal
skroei-yster	NSE skroeiyster
skroei-ysters	NSM skroeiyster
skuimplastiek-bakkie	NSE skuimplastiekbakkie
skuimplastiek-bakkies	NSM skuimplastiekbakkie
skyf-sterrestelsel	NSE skyfsterrestelsel
skyf-sterrestelsels	NSM skyfsterrestelsel
slaairestourant	NSE slaairestaurant
slaairestourante	NSM slaairestaurant
slaairestourants	NSM slaairestaurant
Slagtersnek-rebellie	NEE Slagtersnekrebellie
slawe-aangeleenthede	NSM slaweaangeleentheid
slawe-aangeleentheid	NSE slaweaangeleentheid
slawe-opstand	NSE slaweopstand
slawe-opstande	NSM slaweopstand
slawerny-slagoffer	NSE slawernyslagoffer
slawerny-slagoffers	NSM slawernyslagoffer
sleutel-beginsel	NSE sleutelbeginsel
sleutel-beginsels	NSM sleutelbeginsel
sleutelprestasie-area	NSE sleutelprestasiearea
sleutelprestasie-areas	NSM sleutelprestasiearea
Small_talk	NSE small_talk
smêsh	NSE smêsj	VTHOG smêsj
Smith-regering	NSE Smithregering
SMS'se	NSM SMS
Smuts-regering	NSE Smutsregering
sneeubal-effek	NSE sneeubaleffek
snelrestourant	NSE snelrestaurant
snelrestourante	NSM snelrestaurant
snelrestourants	NSM snelrestaurant
sneltrein-spoor	NSE sneltreinspoor
sneltrein-spore	NSM sneltreinspoor
Só	BS so
so_by_so	BS so-by-so
So_by_so	BS so-by-so
So_'n	PA so_'n
Só_'n	PA só_'n
sobyso	BS so-by-so
Sobyso	BS so-by-so
Sochi	NEE Sotsji
Socrates	NEE Sokrates
soefi-mistisisme	NSE soefimistisisme
soesjirestourant	NSE soesjirestaurant
soesjirestourante	NSM soesjirestaurant
soesjirestourants	NSM soesjirestaurant
soethoutwortel-ekstrak	NSE soethoutwortelekstrak
soethoutwortel-ekstrakte	NSM soethoutwortelekstrak
soet-ruikend	ASP soetruikend
soet-ruikende	ASA soetruikend
soiree	NSE soirée
soiree_dansante	NSE soirée_dansante
Soiree_dansante	NSE soirée_dansante
Soirée_dansante	NSE soirée_dansante
soiree_musicale	NSE soirée_musicale
Soiree_musicale	NSE soirée_musicale
Soirée_musicale	NSE soirée_musicale
soirees	NSM soirée
soisiet	NSE zoisiet
soïsiet	NSE zoisiet
Sol_Plaatje_Universiteit	NEE Sol_Plaatje-Universiteit
Sol_Plaatje-dam	NEE Sol_Plaatjedam
Sol_Plaatje-laan	NEE Sol_Plaatjelaan
solo-lied	NSE sololied
solo-liedere	NSM sololied
solo-liedjie	NSED sololied
solo-liedjies	NSMD sololied
Solomon_Mahlangu-rylaan	NEE Solomon_Mahlangurylaan
somervakansie-blyplek	NSE somervakansieblyplek
somervakansie-blyplekke	NSM somervakansieblyplek
Somme-vallei	NEE Sommevallei
son-aanbidding	NSE sonaanbidding
Son-aanbidding	NSE sonaanbidding
sonkrag-elektrifiseringsaanleg	NSE sonkragelektrifiseringsaanleg
sonkrag-elektrifiseringsaanlegginge	NSM sonkragelektrifiseringsaanleg
sonkrag-elektrifiseringsaanleggings	NSM sonkragelektrifiseringsaanleg
sonkrag-elektrifiseringsaanlegte	NSM sonkragelektrifiseringsaanleg
son-onnertjie	NSE sononnertjie
son-onnertjies	NSM sononnertjie
Sophie_de_Bruyn-straat	NEE Sophie_de_Bruynstraat
Sophie_De_Bruynstraat	NEE Sophie_de_Bruynstraat
Sophie_De_Bruyn-straat	NEE Sophie_de_Bruynstraat
Sophocles	NEE Sofokles
Sophokles	NEE Sofokles
sosiaalwetenskaplik	ASP sosiaal-wetenskaplik
sosiaalwetenskaplike	ASA sosiaal-wetenskaplik	NSE sosiaal-wetenskaplike
sosiaalwetenskaplikes	NSM sosiaal-wetenskaplike
sosialemedia-keffertjie	NSE sosialemediakeffertjie
sosialemedia-keffertjies	NSM sosialemediakeffertjie
sosiale-media-plasing	NSE sosialemediaplasing
sosiale-media-plasings	NSM sosialemediaplasing
sosialemedia-swendelaar	NSE sosialemediaswendelaar
sosialemedia-swendelaars	NSM sosialemediaswendelaar
sosialenetwerk-omgewing	NSE sosialenetwerkomgewing
sosialenetwerk-omgewings	NSM sosialenetwerkomgewing
sosio-demografies	ASP sosiodemografies
sosio-demografiese	ASA sosiodemografies
sosio-ekologies	ASP sosioëkologies
sosio-ekologiese	ASA sosioëkologies
sosio-ekonomies	ASP sosioëkonomies
sosio-ekonomiese	ASA sosioëkonomies
sosio-histories	ASP sosiohistories
sosio-historiese	ASA sosiohistories
sosio-informatika	NSE sosioïnformatika
sosio-kultureel	ASP sosiokultureel
sosio-kulturele	ASA sosiokultureel
sosio-pedagogies	ASP sosiopedagogies
sosio-pedagogiese	ASA sosiopedagogies
sosio-politiek	ASP sosiopolitiek
sosio-politieke	ASA sosiopolitiek
sosio-sielkundig	ASP sosiosielkundig
sosio-sielkundige	ASA sosiosielkundig
sosio-tegnies	ASP sosiotegnies
sosio-tegniese	ASA sosiotegnies
Sotho-groep	NSE Sothogroep
Sotho-sprekend	ASP Sothosprekend
Sotho-sprekende	ASA Sothosprekend	NSE Sothosprekende
Sotho-sprekendes	NSM Sothosprekende
Sotho-spreker	NSE Sothospreker
Sotho-sprekers	NSM Sothospreker
Sotos-sindroom	NSE Sotossindroom
Sotto_voce	BS sotto_voce
sout-en-asyn-tjips	NSM sout-en-asyntjips
Sowjet-burokrasie	NSE Sowjetburokrasie
Sowjet-juk	NSE Sowjetjuk
Sowjet-ondersteuning	NSE Sowjetondersteuning
Sowjet-politici	NSM Sowjetpolitikus
Sowjet-politikus	NSE Sowjetpolitikus
Sowjet-politikusse	NSM Sowjetpolitikus
Sowjet-sameleving	NSE Sowjetsameleving
Sowjet-sosialisme	NSE Sowjetsosialisme
spa-diens	NSE spadiens
spa-dienste	NSM spadiens
spaghetti_bolognaise	NSE spaghetti_bolognese
Spaghetti_bolognaise	NSE spaghetti_bolognese
Spaghetti_bolognese	NSE spaghetti_bolognese
Spartacus	NEE Spartakus
spa-sessie	NSE spasessie
spa-sessies	NSM spasessie
spataar-ulkus	NSE spataarulkus
spataar-ulkusse	NSM spataarulkus
spektraallyn-straling	NSE spektraallynstraling
spektroskopie-tegniek	NSE spektroskopietegniek
spektroskopie-tegnieke	NSM spektroskopietegniek
Spes_Bona-straat	NEE Spes_Bonastraat
spesialis-instelling	NSE spesialisinstelling
spesialis-instellinge	NSM spesialisinstelling
spesialis-instellings	NSM spesialisinstelling
Spina_bifida	NSE spina_bifida
spinbaankoppeling	NSE spin-baankoppeling
spinglas-magnetisme	NSE spinglasmagnetisme
spoelklip-kulture	NSM spoelklipkultuur
spoelklip-kultuur	NSE spoelklipkultuur
spog-blyplek	NSE spogblyplek
spog-blyplekke	NSM spogblyplek
spontane-ontwikkelingsteorie	NSE spontaneontwikkelingsteorie
sport-spesifiek	ASP sportspesifiek
sport-spesifieke	ASA sportspesifiek
Spreckelia_formosissima	NEE Sprekelia_formosissima
spreker-georiënteer	ASP sprekergeoriënteer
spreker-georiënteerde	ASA sprekergeoriënteer(d)
Springbok-afrigter	NSE Springbokafrigter
Springbok-afrigters	NSM Springbokafrigter
Springbok-agterspeler	NSE Springbokagterspeler
Springbok-agterspelers	NSM Springbokagterspeler
Springbok-kaptein	NSE Springbokkaptein
Springbok-kapteins	NSM Springbokkaptein
Springbok-ondersteuner	NSE Springbokondersteuner
Springbok-ondersteuners	NSM Springbokondersteuner
springstof-ontploffing	NSE springstofontploffing
springstof-ontploffinge	NSM springstofontploffing
